id,title,original_title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
1872,Archive 81,Archive 81,An archivist takes a job restoring damaged videotapes and gets pulled into the vortex of a mystery involving the missing director and a demonic cult.,2022-01-14,2.5407,"Drama, Mystery, Sci-Fi & Fantasy",United States,English,7.2,635
1873,Origin,Origin,"A group of troubled passengers wake up on a damaged spaceship abandoned in deep space, each having left behind a dark past in search of a fresh start on a newly colonized planet. As their terrifying situation spirals into paranoia, they come to realize that the greatest threat to their dream of starting over – and indeed their lives – is something far darker than the pasts they were so desperate to escape.",2018-11-14,2.5833,Sci-Fi & Fantasy,United Kingdom,English,7.221,206
1874,The Protector,Hakan: Muhafız,"The epic adventure of Hakan, a young shopkeeper whose modern world gets turned upside down when he learns he’s connected to a secret, ancient order, tasked with protecting Istanbul.",2018-12-14,3.6191,"Action & Adventure, Sci-Fi & Fantasy",Turkey,Turkish,7.2,466
1875,Terra Formars,テラフォーマーズ,"Twenty years ago, Shokichi Komachi was part of the Bugs 2 mission to Mars that discovered Terra Formars, human-cockroach hybrids that resulted from a terraforming accident. Shokichi was one of only two survivors. Now, the AE virus that came from Mars is raging wildly on earth. Shokichi boards the spacecraft Annex 1 to go back to Mars to find a sample in order to create a vaccine. They will face an unanticipated accident, a multinational conspiracy, and even more advanced Terra Formars.",2014-09-26,5.6264,"Action & Adventure, Animation, Sci-Fi & Fantasy",Japan,Japanese,7.214,206
1876,The Search,Historia de un crimen: la búsqueda,"When a girl vanishes from a suburb near Mexico City, the personal goals of some involved in the case muddy the search. Based on a true story.",2020-06-12,1.1175,"Crime, Drama, Comedy",Mexico,Spanish,7.2,346
1877,The Carrie Diaries,The Carrie Diaries,"Before she was a fashion icon, before her column in the New York Star, before Mr. Big, Carrie Bradshaw was an innocent 16-year-old girl living in suburban Connecticut.",2013-01-14,3.6054,"Drama, Comedy",United States,English,7.211,228
1878,Equinox,Equinox,"Haunted by visions after her sister vanished with her classmates 21 years before, Astrid begins an investigation that uncovers the dark, eerie truth.",2020-12-30,1.4841,"Sci-Fi & Fantasy, Drama",Denmark,Danish,7.2,269
1879,Criminal: UK,Criminal: UK,"Within the walls of an interrogation room, London investigators question suspects accused of grievous crimes until the truth comes to light.",2019-09-20,3.1486,"Crime, Drama",United Kingdom,English,7.2,227
1880,The Sex Lives of College Girls,The Sex Lives of College Girls,"Follow four college roommates as they arrive at New England's prestigious Essex College. A bundle of contradictions and hormones, these girls are equal parts lovable and infuriating as they live out their new, free lives on campus.",2021-11-18,14.1587,"Comedy, Drama",United States,English,7.209,358
1881,Hollywood,Hollywood,"In post-World War II Hollywood, an ambitious group of aspiring actors and filmmakers will do almost anything to make their showbiz dreams come true.",2020-05-01,4.3781,Drama,United States,English,7.206,327
1882,Tut,Tut,"The story of the Egyptian Pharaoh, one of the most renowned leaders in human history.  This ambitious special-event series tells the story of Tut’s rise to power and his struggle to lead Egypt to glory, while his closest advisers, friends and lovers scheme for their own nefarious interests. “Tut” opens up a fascinating window into a world filled with heart-breaking romance, epic battles, political backstabbing, conspiracy, jealousy, and even murder — proving his world was not far removed from our own — and that his reign as the youngest Egyptian king played out as a real-life drama for the ages.",2015-07-19,2.7614,Drama,"Canada, United States",English,7.2,200
1883,The Librarians,The Librarians,"A group of librarians set off on adventures in an effort to save mysterious, ancient artifacts. Based on the series of ""The Librarian"" movies.",2014-12-07,12.3151,"Action & Adventure, Drama, Comedy",United States,English,7.204,502
1884,Alias Grace,Alias Grace,"Based on the true story of Grace Marks, a housemaid and immigrant from Ireland who was imprisoned in 1843, perhaps wrongly, for the murder of her employer Thomas Kinnear. Grace claims to have no memory of the murder yet the facts are irrefutable. A decade after, Dr. Simon Jordan tries to help Grace recall her past.",2017-09-25,2.8558,"Crime, Drama",Canada,English,7.203,320
1885,Spider-Man: The New Animated Series,Spider-Man: The New Animated Series,"Bitten by an irradiated spider, teenager Peter Parker gains arachnid-like powers that make him both a hero to those in need and a vigilante wanted by the police.",2003-07-11,4.1979,"Animation, Action & Adventure, Sci-Fi & Fantasy","Canada, United States",English,7.202,376
1886,2 Broke Girls,2 Broke Girls,"Comedy about the unlikely friendship that develops between two very different young women who meet waitressing at a diner in trendy Williamsburg, Brooklyn, and form a bond over one day owning their own successful cupcake business. Only one thing stands in their way – they’re broke.",2011-09-19,27.8451,Comedy,United States,English,7.203,1641
1887,Lizzie McGuire,Lizzie McGuire,"Lizzie McGuire is all about the ordinary and not-so-ordinary adventures of a junior high student and her two best friends as they try to deal with the ups and downs of school, popularity, boys, parents, a bratty little brother--just life in general. And if Lizzie leaves anything unsaid, you can bet that her cartoon alter ego will say it for her!",2001-01-12,6.6339,"Comedy, Kids, Family",United States,English,7.201,336
1888,StartUp,StartUp,"A desperate banker needs to conceal stolen money. A Haitian-American gang lord wants to go legit. A Cuban-American hacker has an idea that will revolutionize the very future of money itself. Forced to work together, they unwittingly create their version of the American dream - organized crime 2.0.",2016-09-06,9.7861,"Crime, Drama",United States,English,7.2,238
1889,Dead Set,Dead Set,"Zombies are rampaging throughout Britain. Blissfully unaware of gory events outside, the Big Brother housemates are in for the ultimate eviction night...",2008-10-27,2.0519,"Drama, Sci-Fi & Fantasy",United Kingdom,English,7.2,312
1890,Utopia,Utopia,A group of young adults who met online are mercilessly hunted by a shadowy deep state organization after they come into possession of a near-mythical cult underground graphic novel.,2020-09-25,4.0701,"Drama, Action & Adventure, Mystery",United States,English,7.2,458
1891,The Legend of El Cid,El Cid,"The story of Rodrigo Díaz de Vivar, a Castilian nobleman and war hero in medieval Spain.",2020-12-18,2.4212,"Action & Adventure, Drama, War & Politics",Spain,Spanish,7.2,204
1892,Marvel Studios Assembled,Marvel Studios Assembled,"Go behind the scenes of the shows and movies of the Marvel Cinematic Universe, following the filmmakers, cast and crew, and Marvel heroes every step of the way.",2021-03-12,5.3167,Documentary,United States,English,7.2,213
1893,Zootopia+,Zootopia+,Head back to the mammal metropolis to dive deeper into the lives of a slew of intriguing residents.,2022-11-09,6.0888,"Animation, Family, Action & Adventure",United States,English,7.2,243
1894,Sexify,Sexify,"To build an innovative sex app and win a tech competition, a sexually inexperienced student and her friends must explore the daunting world of intimacy.",2021-04-28,3.333,"Drama, Comedy",Poland,Polish,7.195,215
1895,Paradise PD,Paradise PD,"An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case.",2018-08-31,5.4527,"Comedy, Animation",United States,English,7.195,377
1896,Shooter,Shooter,Bob Lee Swagger is an expert marksman living in exile who is coaxed back into action after learning of a plot to kill the president.,2016-11-15,11.2002,"Action & Adventure, War & Politics, Drama",United States,English,7.195,693
1897,The Mask: Animated Series,The Mask: Animated Series,"Insecure bank clerk Stanley Ipkiss uses an ancient mask to gain superpowers while taking on the mischievous and cartoonish, but heroic and good-hearted personality of The Mask",1995-08-12,5.491,"Family, Animation, Action & Adventure, Sci-Fi & Fantasy",United States,English,7.193,496
1898,Freddy's Nightmares,Freddy's Nightmares,"The evil, sinister killer of the ""Nightmare On Elm Street"" movies, Freddy Krueger, hosts this show, where each week, he shows us a tale of evil and death about the lives of people who live in Springwood.",1988-10-09,5.5639,"Mystery, Sci-Fi & Fantasy",United States,English,7.19,205
1899,El Presidente,El Presidente,"Sergio Jadue, a lowly director of a small-town soccer club in Chile, unexpectedly finds himself at the head of the Chilean soccer association. Drunk with power, he becomes the protégé of soccer godfather Julio Grondona, as well as the FBI’s key to undoing the largest corruption scheme in the world of soccer.",2020-06-05,1.9436,Drama,Chile,Spanish,7.189,423
1900,The Odyssey,The Odyssey,"In this adaptation of Homer's timeless epic, Armand Assante stars as Odysseus, the warrior King of the mythical island of Ithaca, who must endure a decade long quest to reach home after the Trojan war, overcoming savage monsters, powerful forces of nature, and seductive nymphs, and he must outsmart them all, with all the guile and intellect he can muster.",1997-05-18,5.2211,"Action & Adventure, Drama, Sci-Fi & Fantasy","Germany, Italy, South Africa, Turkey, United Kingdom, United States",English,7.185,815
